user_id,month,plan,industry,company_size,acquisition_channel,country,sessions,features_used,support_tickets,nps_score,mrr,is_churned
U0008,2023-07-01,pro,Retail,1-10,organic,Australia,11,8,0,,99,0
U0008,2023-08-01,pro,Retail,1-10,organic,Australia,22,8,0,,99,0
U0008,2023-09-01,pro,Retail,1-10,organic,Australia,17,5,2,,99,0
U0008,2023-10-01,pro,Retail,1-10,organic,Australia,14,6,1,9.0,99,0
U0008,2023-11-01,pro,Retail,1-10,organic,Australia,25,3,0,,99,0
U0008,2023-12-01,pro,Retail,1-10,organic,Australia,12,6,1,,99,0
U0009,2023-01-01,starter,SaaS,201-1000,referral,USA,9,3,1,,29,0
U0009,2023-02-01,starter,SaaS,201-1000,referral,USA,8,3,1,,29,0
U0009,2023-03-01,starter,SaaS,201-1000,referral,USA,4,2,1,,29,0
U0009,2023-04-01,starter,SaaS,201-1000,referral,USA,7,2,0,,29,0
U0009,2023-05-01,starter,SaaS,201-1000,referral,USA,7,2,0,,29,0
U0009,2023-06-01,starter,SaaS,201-1000,referral,USA,10,2,0,,29,0
U0009,2023-07-01,starter,SaaS,201-1000,referral,USA,8,3,0,,29,0
U0009,2023-08-01,starter,SaaS,201-1000,referral,USA,10,1,2,,29,0
U0009,2023-09-01,starter,SaaS,201-1000,referral,USA,7,1,0,,29,0
U0009,2023-10-01,starter,SaaS,201-1000,referral,USA,11,3,1,,29,0
U0009,2023-11-01,starter,SaaS,201-1000,referral,USA,7,3,1,,29,0
U0009,2023-12-01,starter,SaaS,201-1000,referral,USA,11,1,0,,29,0
U0010,2023-01-01,pro,Ecommerce,1-10,referral,USA,17,5,1,,99,0
U0010,2023-02-01,pro,Ecommerce,1-10,referral,USA,18,5,1,,99,0
U0010,2023-03-01,pro,Ecommerce,1-10,referral,USA,27,4,0,,99,0
U0011,2023-01-01,free,SaaS,201-1000,organic,UK,2,1,0,,0,0
U0011,2023-02-01,free,SaaS,201-1000,organic,UK,3,1,1,,0,0
U0011,2023-03-01,free,SaaS,201-1000,organic,UK,1,1,0,,0,0
U0011,2023-04-01,free,SaaS,201-1000,organic,UK,2,1,1,,0,0
U0011,2023-05-01,free,SaaS,201-1000,organic,UK,3,2,0,,0,0
U0011,2023-06-01,free,SaaS,201-1000,organic,UK,2,1,1,,0,0
U0011,2023-07-01,free,SaaS,201-1000,organic,UK,3,1,1,,0,0
U0011,2023-08-01,free,SaaS,201-1000,organic,UK,2,1,2,,0,0
U0011,2023-09-01,free,SaaS,201-1000,organic,UK,2,2,0,5.0,0,0
U0011,2023-10-01,free,SaaS,201-1000,organic,UK,2,1,1,,0,0
U0011,2023-11-01,free,SaaS,201-1000,organic,UK,2,2,1,,0,0
U0011,2023-12-01,free,SaaS,201-1000,organic,UK,1,2,3,,0,0
U0012,2023-01-01,enterprise,Finance,11-50,referral,USA,18,10,0,,399,0
U0012,2023-02-01,enterprise,Finance,11-50,referral,USA,23,10,0,,399,0
U0012,2023-03-01,enterprise,Finance,11-50,referral,USA,36,10,0,,399,0
U0012,2023-04-01,enterprise,Finance,11-50,referral,USA,23,10,0,,399,0
U0013,2023-01-01,pro,Healthcare,201-1000,paid_search,USA,20,5,0,,99,0
U0013,2023-02-01,pro,Healthcare,201-1000,paid_search,USA,18,6,1,,99,0
U0013,2023-03-01,pro,Healthcare,201-1000,paid_search,USA,8,5,1,,99,0
U0013,2023-04-01,pro,Healthcare,201-1000,paid_search,USA,24,6,1,,99,0
U0013,2023-05-01,pro,Healthcare,201-1000,paid_search,USA,18,3,0,,99,0
U0013,2023-06-01,pro,Healthcare,201-1000,paid_search,USA,11,6,0,,99,0
U0013,2023-07-01,pro,Healthcare,201-1000,paid_search,USA,25,6,0,5.0,99,0
U0013,2023-08-01,pro,Healthcare,201-1000,paid_search,USA,2,6,3,,99,0
U0013,2023-09-01,pro,Healthcare,201-1000,paid_search,USA,26,6,0,4.0,99,0
U0013,2023-10-01,pro,Healthcare,201-1000,paid_search,USA,13,7,1,,99,0
U0013,2023-11-01,pro,Healthcare,201-1000,paid_search,USA,16,4,1,8.0,99,0
U0013,2023-12-01,pro,Healthcare,201-1000,paid_search,USA,10,4,1,,99,0
U0014,2023-01-01,free,Ecommerce,201-1000,referral,India,2,1,0,,0,0
U0014,2023-02-01,free,Ecommerce,201-1000,referral,India,3,1,1,5.0,0,0
U0014,2023-03-01,free,Ecommerce,201-1000,referral,India,3,1,1,,0,0
U0014,2023-04-01,free,Ecommerce,201-1000,referral,India,3,1,1,,0,0
U0014,2023-05-01,free,Ecommerce,201-1000,referral,India,2,2,0,,0,0
U0014,2023-06-01,free,Ecommerce,201-1000,referral,India,4,1,1,,0,0
U0014,2023-07-01,free,Ecommerce,201-1000,referral,India,1,1,0,,0,0
U0014,2023-08-01,free,Ecommerce,201-1000,referral,India,3,3,2,,0,0
U0014,2023-09-01,free,Ecommerce,201-1000,referral,India,3,1,0,,0,0
U0014,2023-10-01,free,Ecommerce,201-1000,referral,India,2,2,0,,0,0
U0014,2023-11-01,free,Ecommerce,201-1000,referral,India,3,3,2,,0,0
U0014,2023-12-01,free,Ecommerce,201-1000,referral,India,2,1,0,,0,0
U0015,2023-01-01,free,SaaS,201-1000,organic,USA,4,2,1,,0,0
U0016,2023-01-01,free,Education,51-200,social,Canada,3,1,0,,0,0
U0016,2023-02-01,free,Education,51-200,social,Canada,2,1,0,,0,0
U0016,2023-03-01,free,Education,51-200,social,Canada,1,1,3,,0,0
U0016,2023-04-01,free,Education,51-200,social,Canada,3,3,1,7.0,0,0
U0016,2023-05-01,free,Education,51-200,social,Canada,2,1,0,,0,0
U0016,2023-06-01,free,Education,51-200,social,Canada,3,1,0,2.0,0,0
U0017,2023-01-01,free,Ecommerce,11-50,organic,USA,4,1,1,6.0,0,0
U0018,2023-01-01,starter,Ecommerce,1-10,paid_search,USA,7,1,0,,29,0
U0018,2023-02-01,starter,Ecommerce,1-10,paid_search,USA,9,3,0,,29,0
U0018,2023-03-01,starter,Ecommerce,1-10,paid_search,USA,4,4,1,,29,0
U0018,2023-04-01,starter,Ecommerce,1-10,paid_search,USA,9,3,2,,29,0
U0018,2023-05-01,starter,Ecommerce,1-10,paid_search,USA,5,3,3,7.0,29,0
U0018,2023-06-01,starter,Ecommerce,1-10,paid_search,USA,6,1,0,,29,0
U0018,2023-07-01,starter,Ecommerce,1-10,paid_search,USA,7,1,1,,29,0
U0018,2023-08-01,starter,Ecommerce,1-10,paid_search,USA,10,1,2,,29,0
U0018,2023-09-01,starter,Ecommerce,1-10,paid_search,USA,7,3,0,,29,0
U0018,2023-10-01,starter,Ecommerce,1-10,paid_search,USA,5,2,1,,29,0
U0018,2023-11-01,starter,Ecommerce,1-10,paid_search,USA,10,1,2,,29,0
U0018,2023-12-01,starter,Ecommerce,1-10,paid_search,USA,4,3,0,,29,0
U0019,2023-01-01,starter,SaaS,11-50,organic,USA,9,3,0,,29,0
U0019,2023-02-01,starter,SaaS,11-50,organic,USA,3,1,0,5.0,29,0
U0019,2023-03-01,starter,SaaS,11-50,organic,USA,8,1,1,,29,0
U0019,2023-04-01,starter,SaaS,11-50,organic,USA,9,4,1,,29,0
U0019,2023-05-01,starter,SaaS,11-50,organic,USA,5,2,0,,29,0
U0019,2023-06-01,starter,SaaS,11-50,organic,USA,8,3,0,6.0,29,0
U0019,2023-07-01,starter,SaaS,11-50,organic,USA,11,3,1,,29,0
U0019,2023-08-01,starter,SaaS,11-50,organic,USA,10,4,0,,29,0
U0020,2023-01-01,free,Ecommerce,1-10,organic,Australia,1,1,0,,0,0
U0020,2023-02-01,free,Ecommerce,1-10,organic,Australia,2,1,2,,0,0
U0020,2023-03-01,free,Ecommerce,1-10,organic,Australia,2,1,1,,0,0
U0020,2023-04-01,free,Ecommerce,1-10,organic,Australia,2,1,0,,0,0
U0020,2023-05-01,free,Ecommerce,1-10,organic,Australia,2,1,1,,0,0
U0021,2023-01-01,starter,Education,51-200,paid_search,USA,8,2,2,,29,0
U0021,2023-02-01,starter,Education,51-200,paid_search,USA,9,2,1,4.0,29,0
U0021,2023-03-01,starter,Education,51-200,paid_search,USA,6,4,1,,29,0
U0021,2023-04-01,starter,Education,51-200,paid_search,USA,4,3,0,,29,0
U0021,2023-05-01,starter,Education,51-200,paid_search,USA,10,3,1,,29,0
U0021,2023-06-01,starter,Education,51-200,paid_search,USA,5,3,1,,29,0
U0021,2023-07-01,starter,Education,51-200,paid_search,USA,11,1,0,,29,0
U0021,2023-08-01,starter,Education,51-200,paid_search,USA,8,3,0,6.0,29,0
U0021,2023-09-01,starter,Education,51-200,paid_search,USA,7,1,1,,29,0
U0021,2023-10-01,starter,Education,51-200,paid_search,USA,10,3,0,,29,0
U0021,2023-11-01,starter,Education,51-200,paid_search,USA,7,1,0,,29,0
U0021,2023-12-01,starter,Education,51-200,paid_search,USA,8,1,3,,29,0
U0022,2023-01-01,free,Retail,11-50,organic,India,2,1,0,,0,0
U0022,2023-02-01,free,Retail,11-50,organic,India,2,1,0,,0,0
U0022,2023-03-01,free,Retail,11-50,organic,India,2,1,2,5.0,0,0
U0023,2023-01-01,free,Ecommerce,1000+,social,USA,3,1,1,,0,0
U0023,2023-02-01,free,Ecommerce,1000+,social,USA,2,1,0,,0,0
U0024,2023-01-01,free,Retail,51-200,organic,India,3,1,1,,0,0
U0024,2023-02-01,free,Retail,51-200,organic,India,3,1,0,,0,0
U0024,2023-03-01,free,Retail,51-200,organic,India,2,1,0,5.0,0,0
U0024,2023-04-01,free,Retail,51-200,organic,India,3,1,1,,0,0
U0024,2023-05-01,free,Retail,51-200,organic,India,4,1,1,7.0,0,0
U0025,2023-01-01,starter,Education,201-1000,paid_search,USA,10,1,0,,29,0
U0025,2023-02-01,starter,Education,201-1000,paid_search,USA,12,2,0,,29,0
U0025,2023-03-01,starter,Education,201-1000,paid_search,USA,6,1,2,,29,0
U0025,2023-04-01,starter,Education,201-1000,paid_search,USA,6,5,1,,29,0
U0025,2023-05-01,starter,Education,201-1000,paid_search,USA,7,2,1,,29,0
U0025,2023-06-01,starter,Education,201-1000,paid_search,USA,12,2,1,,29,0
U0025,2023-07-01,starter,Education,201-1000,paid_search,USA,8,2,0,,29,0
U0025,2023-08-01,starter,Education,201-1000,paid_search,USA,9,5,0,,29,0
U0025,2023-09-01,starter,Education,201-1000,paid_search,USA,5,5,1,,29,0
U0025,2023-10-01,starter,Education,201-1000,paid_search,USA,8,3,0,,29,0
U0025,2023-11-01,starter,Education,201-1000,paid_search,USA,9,1,0,,29,0
U0025,2023-12-01,starter,Education,201-1000,paid_search,USA,4,3,2,,29,0
U0026,2023-01-01,pro,SaaS,1-10,organic,Germany,16,5,0,,99,0
U0026,2023-02-01,pro,SaaS,1-10,organic,Germany,22,7,0,,99,0
U0026,2023-03-01,pro,SaaS,1-10,organic,Germany,10,5,0,,99,0
U0026,2023-04-01,pro,SaaS,1-10,organic,Germany,11,4,0,,99,0
U0026,2023-05-01,pro,SaaS,1-10,organic,Germany,16,5,2,,99,0
U0026,2023-06-01,pro,SaaS,1-10,organic,Germany,24,5,1,,99,0
U0026,2023-07-01,pro,SaaS,1-10,organic,Germany,17,8,2,,99,0
U0026,2023-08-01,pro,SaaS,1-10,organic,Germany,14,6,2,,99,0
U0026,2023-09-01,pro,SaaS,1-10,organic,Germany,18,4,1,8.0,99,0
U0026,2023-10-01,pro,SaaS,1-10,organic,Germany,18,2,1,,99,0
U0026,2023-11-01,pro,SaaS,1-10,organic,Germany,29,5,0,,99,0
U0026,2023-12-01,pro,SaaS,1-10,organic,Germany,26,6,0,,99,0
U0027,2023-01-01,free,Healthcare,201-1000,organic,Canada,3,1,0,,0,0
U0027,2023-02-01,free,Healthcare,201-1000,organic,Canada,2,1,1,6.0,0,0
U0027,2023-03-01,free,Healthcare,201-1000,organic,Canada,2,1,0,,0,0
U0027,2023-04-01,free,Healthcare,201-1000,organic,Canada,3,1,0,,0,0
U0028,2023-01-01,starter,Ecommerce,201-1000,organic,France,10,1,0,,29,0
U0028,2023-02-01,starter,Ecommerce,201-1000,organic,France,9,3,0,,29,0
U0028,2023-03-01,starter,Ecommerce,201-1000,organic,France,7,1,0,,29,0
U0028,2023-04-01,starter,Ecommerce,201-1000,organic,France,8,1,2,,29,0
U0028,2023-05-01,starter,Ecommerce,201-1000,organic,France,10,2,1,,29,0
U0028,2023-06-01,starter,Ecommerce,201-1000,organic,France,7,4,0,,29,0
U0028,2023-07-01,starter,Ecommerce,201-1000,organic,France,9,1,1,4.0,29,0
U0028,2023-08-01,starter,Ecommerce,201-1000,organic,France,6,3,1,,29,0
U0028,2023-09-01,starter,Ecommerce,201-1000,organic,France,3,1,0,,29,0
U0028,2023-10-01,starter,Ecommerce,201-1000,organic,France,6,3,0,,29,0
U0028,2023-11-01,starter,Ecommerce,201-1000,organic,France,5,3,0,,29,0
U0029,2023-01-01,starter,Healthcare,11-50,paid_search,USA,3,3,0,,29,0
U0029,2023-02-01,starter,Healthcare,11-50,paid_search,USA,7,2,0,,29,0
U0029,2023-03-01,starter,Healthcare,11-50,paid_search,USA,4,2,2,,29,0
U0029,2023-04-01,starter,Healthcare,11-50,paid_search,USA,8,2,0,6.0,29,0
U0029,2023-05-01,starter,Healthcare,11-50,paid_search,USA,9,3,1,,29,0
U0029,2023-06-01,starter,Healthcare,11-50,paid_search,USA,11,1,1,5.0,29,0
U0029,2023-07-01,starter,Healthcare,11-50,paid_search,USA,5,4,1,6.0,29,0
U0029,2023-08-01,starter,Healthcare,11-50,paid_search,USA,6,3,1,,29,0
U0029,2023-09-01,starter,Healthcare,11-50,paid_search,USA,10,6,0,7.0,29,0
U0029,2023-10-01,starter,Healthcare,11-50,paid_search,USA,10,2,0,,29,0
U0029,2023-11-01,starter,Healthcare,11-50,paid_search,USA,8,2,0,,29,0
U0030,2023-01-01,free,Education,51-200,paid_search,USA,1,1,0,,0,0
U0030,2023-02-01,free,Education,51-200,paid_search,USA,2,4,0,,0,0
U0030,2023-03-01,free,Education,51-200,paid_search,USA,4,1,0,,0,0
U0031,2023-01-01,starter,Ecommerce,51-200,paid_search,USA,9,1,0,7.0,29,0
U0031,2023-02-01,starter,Ecommerce,51-200,paid_search,USA,10,3,2,,29,0
U0031,2023-03-01,starter,Ecommerce,51-200,paid_search,USA,6,5,2,,29,0
U0031,2023-04-01,starter,Ecommerce,51-200,paid_search,USA,5,1,0,,29,0
U0031,2023-05-01,starter,Ecommerce,51-200,paid_search,USA,3,1,2,,29,0
U0031,2023-06-01,starter,Ecommerce,51-200,paid_search,USA,8,1,1,,29,0
U0031,2023-07-01,starter,Ecommerce,51-200,paid_search,USA,5,3,2,,29,0
U0031,2023-08-01,starter,Ecommerce,51-200,paid_search,USA,4,2,0,,29,0
U0031,2023-09-01,starter,Ecommerce,51-200,paid_search,USA,10,3,2,,29,0
U0031,2023-10-01,starter,Ecommerce,51-200,paid_search,USA,9,4,0,,29,0
U0031,2023-11-01,starter,Ecommerce,51-200,paid_search,USA,7,1,0,,29,0
U0032,2023-01-01,free,Retail,1-10,paid_search,Australia,4,2,2,5.0,0,0
U0032,2023-02-01,free,Retail,1-10,paid_search,Australia,3,1,1,,0,0
U0032,2023-03-01,free,Retail,1-10,paid_search,Australia,4,1,0,,0,0
U0032,2023-04-01,free,Retail,1-10,paid_search,Australia,2,1,0,,0,0
U0032,2023-05-01,free,Retail,1-10,paid_search,Australia,3,1,2,,0,0
U0032,2023-06-01,free,Retail,1-10,paid_search,Australia,4,1,1,,0,0
U0032,2023-07-01,free,Retail,1-10,paid_search,Australia,2,2,1,5.0,0,0
U0032,2023-08-01,free,Retail,1-10,paid_search,Australia,3,1,0,,0,0
U0032,2023-09-01,free,Retail,1-10,paid_search,Australia,2,1,0,,0,0
U0032,2023-10-01,free,Retail,1-10,paid_search,Australia,2,2,1,,0,0
U0032,2023-11-01,free,Retail,1-10,paid_search,Australia,3,1,1,6.0,0,0
U0032,2023-12-01,free,Retail,1-10,paid_search,Australia,5,1,0,,0,0
U0033,2023-01-01,free,Finance,11-50,paid_search,Canada,2,1,0,,0,0
U0033,2023-02-01,free,Finance,11-50,paid_search,Canada,2,1,1,,0,0
U0033,2023-03-01,free,Finance,11-50,paid_search,Canada,3,1,1,,0,0
U0033,2023-04-01,free,Finance,11-50,paid_search,Canada,2,1,2,5.0,0,0
U0033,2023-05-01,free,Finance,11-50,paid_search,Canada,3,1,3,,0,0
U0033,2023-06-01,free,Finance,11-50,paid_search,Canada,2,1,0,,0,0
U0033,2023-07-01,free,Finance,11-50,paid_search,Canada,1,2,0,,0,0
U0033,2023-08-01,free,Finance,11-50,paid_search,Canada,1,2,2,7.0,0,0
U0033,2023-09-01,free,Finance,11-50,paid_search,Canada,3,1,1,,0,0
U0033,2023-10-01,free,Finance,11-50,paid_search,Canada,3,2,1,,0,0
U0034,2023-01-01,enterprise,Healthcare,11-50,organic,India,56,10,1,,399,0
U0034,2023-02-01,enterprise,Healthcare,11-50,organic,India,46,10,0,,399,0
U0034,2023-03-01,enterprise,Healthcare,11-50,organic,India,33,10,0,,399,0
U0034,2023-04-01,enterprise,Healthcare,11-50,organic,India,42,10,1,,399,0
U0034,2023-05-01,enterprise,Healthcare,11-50,organic,India,30,10,1,,399,0
U0034,2023-06-01,enterprise,Healthcare,11-50,organic,India,32,9,1,,399,0
U0034,2023-07-01,enterprise,Healthcare,11-50,organic,India,32,10,1,,399,0
U0034,2023-08-01,enterprise,Healthcare,11-50,organic,India,36,10,0,,399,0
U0034,2023-09-01,enterprise,Healthcare,11-50,organic,India,36,10,0,,399,0
U0034,2023-10-01,enterprise,Healthcare,11-50,organic,India,30,10,2,,399,0
U0034,2023-11-01,enterprise,Healthcare,11-50,organic,India,27,10,0,5.0,399,0
U0034,2023-12-01,enterprise,Healthcare,11-50,organic,India,44,9,1,,399,0
U0035,2023-01-01,enterprise,Ecommerce,1-10,paid_search,USA,26,10,1,,399,0
U0035,2023-02-01,enterprise,Ecommerce,1-10,paid_search,USA,37,10,0,,399,0
U0035,2023-03-01,enterprise,Ecommerce,1-10,paid_search,USA,35,10,0,,399,0
U0035,2023-04-01,enterprise,Ecommerce,1-10,paid_search,USA,34,9,1,,399,0
U0035,2023-05-01,enterprise,Ecommerce,1-10,paid_search,USA,18,10,0,,399,0
U0035,2023-06-01,enterprise,Ecommerce,1-10,paid_search,USA,31,10,0,,399,0
U0035,2023-07-01,enterprise,Ecommerce,1-10,paid_search,USA,32,10,0,,399,0
U0035,2023-08-01,enterprise,Ecommerce,1-10,paid_search,USA,31,10,1,,399,0
U0035,2023-09-01,enterprise,Ecommerce,1-10,paid_search,USA,41,10,0,,399,0
U0035,2023-10-01,enterprise,Ecommerce,1-10,paid_search,USA,27,10,1,6.0,399,0
U0035,2023-11-01,enterprise,Ecommerce,1-10,paid_search,USA,46,10,1,7.0,399,0
U0035,2023-12-01,enterprise,Ecommerce,1-10,paid_search,USA,42,10,0,,399,0
U0036,2023-01-01,pro,Healthcare,11-50,direct,USA,17,3,0,,99,0
U0036,2023-02-01,pro,Healthcare,11-50,direct,USA,17,4,0,,99,0
U0036,2023-03-01,pro,Healthcare,11-50,direct,USA,13,8,0,,99,0
U0036,2023-04-01,pro,Healthcare,11-50,direct,USA,13,4,0,,99,0
U0036,2023-05-01,pro,Healthcare,11-50,direct,USA,25,4,1,,99,0
U0036,2023-06-01,pro,Healthcare,11-50,direct,USA,20,6,0,,99,0
U0036,2023-07-01,pro,Healthcare,11-50,direct,USA,16,6,1,,99,0
U0036,2023-08-01,pro,Healthcare,11-50,direct,USA,21,5,1,,99,0
U0036,2023-09-01,pro,Healthcare,11-50,direct,USA,13,7,0,,99,0
U0036,2023-10-01,pro,Healthcare,11-50,direct,USA,23,9,1,,99,0
U0036,2023-11-01,pro,Healthcare,11-50,direct,USA,21,6,0,,99,0
U0036,2023-12-01,pro,Healthcare,11-50,direct,USA,19,5,0,,99,0
U0037,2023-01-01,free,Ecommerce,1-10,paid_search,USA,2,1,0,,0,0
U0037,2023-02-01,free,Ecommerce,1-10,paid_search,USA,2,1,2,,0,0
U0037,2023-03-01,free,Ecommerce,1-10,paid_search,USA,3,1,1,,0,0
U0037,2023-04-01,free,Ecommerce,1-10,paid_search,USA,2,1,1,,0,0
U0037,2023-05-01,free,Ecommerce,1-10,paid_search,USA,2,1,0,,0,0
U0037,2023-06-01,free,Ecommerce,1-10,paid_search,USA,3,1,0,,0,0
U0037,2023-07-01,free,Ecommerce,1-10,paid_search,USA,2,1,0,,0,0
U0037,2023-08-01,free,Ecommerce,1-10,paid_search,USA,2,1,1,,0,0
U0037,2023-09-01,free,Ecommerce,1-10,paid_search,USA,3,1,0,,0,0
U0037,2023-10-01,free,Ecommerce,1-10,paid_search,USA,2,1,1,3.0,0,0
U0037,2023-11-01,free,Ecommerce,1-10,paid_search,USA,3,4,0,,0,0
U0037,2023-12-01,free,Ecommerce,1-10,paid_search,USA,3,1,1,,0,0
U0038,2023-01-01,free,SaaS,1-10,referral,Other,1,2,1,,0,0
U0038,2023-02-01,free,SaaS,1-10,referral,Other,3,1,1,,0,0
U0038,2023-03-01,free,SaaS,1-10,referral,Other,3,2,2,,0,0
U0039,2023-01-01,starter,Retail,1-10,organic,Germany,7,3,1,6.0,29,0
U0039,2023-02-01,starter,Retail,1-10,organic,Germany,6,1,1,,29,0
U0039,2023-03-01,starter,Retail,1-10,organic,Germany,6,2,0,3.0,29,0
U0039,2023-04-01,starter,Retail,1-10,organic,Germany,7,1,2,,29,0
U0039,2023-05-01,starter,Retail,1-10,organic,Germany,6,4,2,6.0,29,0
U0039,2023-06-01,starter,Retail,1-10,organic,Germany,4,1,1,6.0,29,0
U0039,2023-07-01,starter,Retail,1-10,organic,Germany,10,1,0,,29,0
U0039,2023-08-01,starter,Retail,1-10,organic,Germany,5,2,0,,29,0
U0039,2023-09-01,starter,Retail,1-10,organic,Germany,9,2,0,,29,0
