user_id,avg_sessions,avg_features_used,total_tickets,avg_nps,total_mrr,months_active,plan,churned,industry,company_size,acquisition_channel,churn_probability,risk_segment
U0020,1.8,1.0,4,6.0,0,5,1,1,0,0,1,0.98,HIGH RISK
U0021,7.75,2.25,10,5.0,348,12,3,0,1,4,2,0.03,LOW RISK
U0022,2.0,1.0,2,5.0,0,3,1,1,4,2,1,0.97,HIGH RISK
U0023,2.5,1.0,1,6.0,0,2,1,1,0,1,4,0.99,HIGH RISK
U0024,3.0,1.0,3,6.0,0,5,1,1,4,4,1,0.99,HIGH RISK
U0025,8.0,2.6666666666666665,8,6.0,348,12,3,0,1,3,2,0.05,LOW RISK
U0026,18.416666666666668,5.166666666666667,9,8.0,1188,12,2,0,5,0,1,0.02,LOW RISK
U0027,2.5,1.0,1,6.0,0,4,1,1,3,3,1,1.0,HIGH RISK
U0028,7.2727272727272725,2.090909090909091,5,4.0,319,11,3,1,0,3,1,0.86,HIGH RISK
U0029,7.363636363636363,2.727272727272727,6,6.0,319,11,3,1,3,2,2,0.93,HIGH RISK
U0030,2.3333333333333335,2.0,0,6.0,0,3,1,1,1,4,2,1.0,HIGH RISK
U0031,6.909090909090909,2.272727272727273,11,7.0,319,11,3,1,0,4,2,0.22,LOW RISK
U0032,3.0833333333333335,1.25,9,5.333333333333333,0,12,1,0,4,0,2,0.48,MEDIUM RISK
U0033,2.2,1.3,11,6.0,0,10,1,1,2,2,2,0.71,HIGH RISK
U0034,37.0,9.833333333333334,8,5.0,4788,12,0,0,3,2,1,0.13,LOW RISK
U0035,33.333333333333336,9.916666666666666,5,6.5,4788,12,0,0,0,0,2,0.05,LOW RISK
U0036,18.166666666666668,5.583333333333333,4,6.0,1188,12,2,0,3,2,0,0.35,LOW RISK
U0037,2.4166666666666665,1.25,7,3.0,0,12,1,0,0,0,2,0.31,LOW RISK
U0038,2.3333333333333335,1.6666666666666667,4,6.0,0,3,1,1,5,0,3,0.95,HIGH RISK
U0039,6.416666666666667,1.8333333333333333,10,5.2,348,12,3,0,4,0,1,0.14,LOW RISK
U0040,5.0,1.0,0,6.0,58,2,3,1,3,1,3,0.99,HIGH RISK
U0042,7.666666666666667,2.0,7,6.0,348,12,3,0,2,1,2,0.2,LOW RISK
U0043,2.0833333333333335,1.25,9,6.0,0,12,1,0,1,2,0,0.27,LOW RISK
U0044,32.42857142857143,9.857142857142858,3,7.0,2793,7,0,1,0,2,1,0.73,HIGH RISK
U0045,3.0,1.5555555555555556,9,5.5,0,9,1,1,3,2,1,0.74,HIGH RISK
U0046,6.857142857142857,2.7142857142857144,2,6.0,203,7,3,1,1,2,3,0.97,HIGH RISK
U0047,2.5,1.4166666666666667,13,4.0,0,12,1,0,3,0,4,0.22,LOW RISK
U0048,5.714285714285714,2.142857142857143,5,6.0,203,7,3,1,0,4,1,0.95,HIGH RISK
U0049,6.583333333333333,2.3333333333333335,8,6.0,348,12,3,0,2,0,1,0.13,LOW RISK
U0050,2.0,1.0,0,6.0,0,1,1,1,5,4,1,1.0,HIGH RISK
U0051,30.5,9.666666666666666,5,7.0,4788,12,0,0,2,4,1,0.1,LOW RISK
U0052,27.0,6.0,0,10.0,99,1,2,1,1,0,3,0.87,HIGH RISK
U0053,32.166666666666664,9.833333333333334,0,3.0,4788,12,0,0,4,0,2,0.22,LOW RISK
U0054,16.666666666666668,6.666666666666667,0,6.0,297,3,2,1,5,4,1,0.99,HIGH RISK
U0055,7.0,2.7142857142857144,8,5.0,203,7,3,1,1,2,2,0.81,HIGH RISK
U0056,43.1,9.8,2,7.0,3990,10,0,1,0,0,1,0.31,LOW RISK
U0057,4.0,1.0,2,6.0,0,1,1,1,5,1,1,1.0,HIGH RISK
U0058,2.9166666666666665,1.0833333333333333,4,4.5,0,12,1,0,1,0,3,0.36,LOW RISK
U0059,3.0,2.0,2,6.0,0,1,1,1,0,4,0,1.0,HIGH RISK
U0060,2.857142857142857,1.8571428571428572,3,7.0,0,7,1,1,2,1,4,0.99,HIGH RISK
U0061,2.2,1.4,6,6.0,0,10,1,1,4,0,1,0.95,HIGH RISK
U0062,2.5,1.375,6,6.5,0,8,1,1,0,0,4,0.54,MEDIUM RISK
U0063,17.666666666666668,5.0,9,6.666666666666667,1188,12,2,0,3,0,3,0.09,LOW RISK
U0064,2.6666666666666665,1.1666666666666667,4,6.0,0,6,1,1,0,2,3,0.9,HIGH RISK
U0065,3.5,2.5,1,5.0,0,2,1,1,0,0,2,0.99,HIGH RISK
U0066,7.583333333333333,2.1666666666666665,13,4.5,348,12,3,0,4,4,2,0.03,LOW RISK
U0068,20.083333333333332,5.583333333333333,11,6.666666666666667,1188,12,2,0,1,2,1,0.02,LOW RISK
U0069,2.0,1.0,3,6.0,0,1,1,1,1,1,1,1.0,HIGH RISK
U0070,32.18181818181818,9.636363636363637,1,8.0,4389,11,0,1,0,3,1,0.39,LOW RISK
U0071,16.9,5.1,10,7.0,990,10,2,1,3,4,2,0.71,HIGH RISK
U0072,4.0,2.0,1,3.0,0,1,1,1,3,2,3,0.97,HIGH RISK
U0073,3.0,1.0,2,6.0,0,3,1,1,4,4,2,0.99,HIGH RISK
U0074,15.833333333333334,5.25,12,6.0,1188,12,2,0,2,2,1,0.01,LOW RISK
U0075,13.2,5.6,5,6.0,495,5,2,1,1,2,0,0.64,MEDIUM RISK
U0076,14.777777777777779,5.222222222222222,5,8.0,891,9,2,1,4,0,0,0.88,HIGH RISK
U0077,18.5,5.75,1,6.0,396,4,2,1,5,3,3,0.97,HIGH RISK
U0078,2.6666666666666665,1.25,7,7.0,0,12,1,0,1,2,0,0.37,LOW RISK
U0079,3.0,1.0,0,6.0,0,1,1,1,4,0,2,0.99,HIGH RISK
U0080,3.0,1.0,1,6.0,0,2,1,1,1,2,0,0.99,HIGH RISK
U0081,14.833333333333334,5.25,8,8.0,1188,12,2,0,2,2,1,0.19,LOW RISK
U0082,8.25,2.4166666666666665,9,5.6,348,12,3,0,5,3,2,0.02,LOW RISK
U0083,4.0,1.0,1,5.0,0,1,1,1,2,4,1,1.0,HIGH RISK
U0084,2.5,1.0,0,6.0,0,2,1,1,5,4,1,1.0,HIGH RISK
U0085,2.2,2.0,2,6.0,0,5,1,1,0,0,1,0.99,HIGH RISK
U0086,2.0,1.2857142857142858,5,5.0,0,7,1,1,4,2,3,0.91,HIGH RISK
U0087,18.5,6.166666666666667,7,9.666666666666666,1188,12,2,0,5,2,3,0.1,LOW RISK
U0088,6.2727272727272725,2.1818181818181817,10,4.0,319,11,3,1,2,0,2,0.69,MEDIUM RISK
U0089,18.4,4.8,4,6.0,495,5,2,1,1,0,1,0.81,HIGH RISK
U0090,8.25,2.0,4,6.0,116,4,3,1,5,4,4,0.94,HIGH RISK
U0091,2.0,1.0,1,6.0,0,1,1,1,4,0,3,1.0,HIGH RISK
U0092,19.166666666666668,5.916666666666667,12,6.5,1188,12,2,0,5,2,2,0.04,LOW RISK
U0093,20.916666666666668,5.916666666666667,10,4.0,1188,12,2,0,3,0,3,0.02,LOW RISK
U0094,8.0,2.25,9,5.333333333333333,348,12,3,0,1,0,1,0.15,LOW RISK
U0095,18.5,6.25,11,6.0,1188,12,2,0,4,0,1,0.02,LOW RISK
U0096,7.916666666666667,1.9166666666666667,8,6.0,348,12,3,0,4,1,4,0.1,LOW RISK
U0098,8.083333333333334,1.5833333333333333,8,6.0,348,12,3,0,2,1,2,0.08,LOW RISK
U0099,1.6666666666666667,1.0,1,6.0,0,3,1,1,0,2,4,1.0,HIGH RISK
U0100,2.125,1.25,5,3.0,0,8,1,1,4,0,3,0.81,HIGH RISK
U0101,3.0,1.6666666666666667,3,6.0,0,3,1,1,1,2,1,0.96,HIGH RISK
U0102,6.0,3.0,0,6.0,87,3,3,1,5,2,1,0.98,HIGH RISK
U0103,2.25,2.0,3,8.0,0,4,1,1,5,3,1,0.99,HIGH RISK
U0104,7.285714285714286,2.0,5,6.0,203,7,3,1,1,0,3,0.9,HIGH RISK
U0105,29.0,9.75,7,8.0,4788,12,0,0,4,2,2,0.02,LOW RISK
U0106,2.875,1.375,8,6.0,0,8,1,1,5,0,1,0.89,HIGH RISK
U0107,7.555555555555555,2.888888888888889,7,3.0,261,9,3,1,5,2,0,0.81,HIGH RISK
U0108,16.0,4.0,1,6.0,99,1,2,1,5,4,2,0.99,HIGH RISK
U0109,4.0,1.0,1,6.0,0,1,1,1,2,2,1,1.0,HIGH RISK
U0110,2.0,1.0,0,6.0,0,1,1,1,2,2,2,1.0,HIGH RISK
U0111,3.2,1.2,6,6.0,0,5,1,1,3,2,3,0.78,HIGH RISK
U0112,2.5714285714285716,1.2857142857142858,4,4.5,0,7,1,1,0,2,1,0.89,HIGH RISK
U0114,20.857142857142858,5.285714285714286,3,7.5,693,7,2,1,1,3,4,0.64,MEDIUM RISK
U0115,8.416666666666666,2.1666666666666665,9,4.0,348,12,3,0,1,1,2,0.17,LOW RISK
U0116,17.916666666666668,5.833333333333333,7,7.0,1188,12,2,0,3,4,2,0.06,LOW RISK
U0117,19.916666666666668,5.083333333333333,11,6.5,1188,12,2,0,2,2,2,0.03,LOW RISK
U0118,1.8888888888888888,1.6666666666666667,7,5.0,0,9,1,1,4,4,1,0.86,HIGH RISK
U0119,17.5,5.416666666666667,18,7.0,1188,12,2,0,4,2,1,0.02,LOW RISK
U0120,7.571428571428571,2.2857142857142856,3,7.0,203,7,3,1,3,0,2,0.98,HIGH RISK
U0121,18.75,6.166666666666667,8,7.5,1188,12,2,0,4,3,1,0.02,LOW RISK
U0122,20.833333333333332,5.166666666666667,17,7.5,1188,12,2,0,1,0,1,0.03,LOW RISK
U0123,2.5,2.5,1,4.0,0,4,1,1,0,3,4,0.98,HIGH RISK
U0124,2.3,1.3,7,6.0,0,10,1,1,5,2,0,0.82,HIGH RISK
U0125,2.8333333333333335,2.1666666666666665,5,6.0,0,6,1,1,2,4,3,0.83,HIGH RISK
U0126,8.333333333333334,1.6666666666666667,9,5.5,348,12,3,0,2,4,4,0.07,LOW RISK
U0127,16.333333333333332,6.166666666666667,5,8.0,1188,12,2,0,3,3,1,0.23,LOW RISK
U0128,19.833333333333332,5.916666666666667,8,7.5,1188,12,2,0,2,4,0,0.03,LOW RISK
U0129,2.6666666666666665,1.0,5,6.0,0,3,1,1,1,4,1,0.99,HIGH RISK
U0130,6.25,2.3333333333333335,16,5.5,348,12,3,0,4,0,0,0.03,LOW RISK
U0131,6.8,2.6,2,6.0,145,5,3,1,1,2,0,0.93,HIGH RISK
U0132,2.75,1.5,11,6.0,0,8,1,1,3,0,3,0.82,HIGH RISK
U0133,3.0,1.1666666666666667,3,6.0,0,6,1,1,1,4,0,0.99,HIGH RISK
U0134,2.4285714285714284,1.0,5,6.0,0,7,1,1,4,2,2,0.96,HIGH RISK
U0135,34.25,9.666666666666666,6,7.0,4788,12,0,0,0,4,1,0.09,LOW RISK
U0136,4.0,1.0,1,6.0,0,1,1,1,3,0,2,0.99,HIGH RISK
U0137,6.666666666666667,2.25,12,5.0,348,12,3,0,0,0,2,0.07,LOW RISK
U0139,2.3,2.0,3,4.0,0,10,1,1,0,0,3,0.97,HIGH RISK
U0140,32.083333333333336,10.0,7,6.0,4788,12,0,0,5,0,0,0.08,LOW RISK
U0141,37.5,9.875,3,5.0,3192,8,0,1,5,0,1,0.7,HIGH RISK
U0142,2.0,1.25,1,6.0,0,4,1,1,0,1,3,0.97,HIGH RISK
U0143,7.083333333333333,2.1666666666666665,5,6.0,348,12,3,0,3,4,4,0.8,HIGH RISK
U0144,3.0,1.0,4,5.0,0,3,1,1,4,2,0,0.92,HIGH RISK
U0147,8.5,2.3333333333333335,14,7.0,348,12,3,0,4,4,0,0.15,LOW RISK
U0148,8.0,1.5,3,6.0,58,2,3,1,5,4,3,0.95,HIGH RISK
U0149,2.3333333333333335,1.3333333333333333,10,5.0,0,6,1,1,5,0,1,0.22,LOW RISK
U0151,36.416666666666664,9.916666666666666,4,7.0,4788,12,0,0,2,0,3,0.02,LOW RISK
U0152,2.5,1.25,8,6.333333333333333,0,12,1,0,0,4,1,0.13,LOW RISK
U0153,2.0,1.3333333333333333,11,5.0,0,12,1,0,5,4,3,0.27,LOW RISK
U0154,7.0,1.5833333333333333,13,7.333333333333333,348,12,3,0,1,0,3,0.06,LOW RISK
U0155,39.416666666666664,9.916666666666666,2,6.0,4788,12,0,0,3,0,1,0.15,LOW RISK
U0157,9.11111111111111,2.2222222222222223,4,6.0,261,9,3,1,3,1,3,0.99,HIGH RISK
U0158,17.166666666666668,5.333333333333333,15,7.0,1188,12,2,0,0,0,2,0.02,LOW RISK
U0159,2.6666666666666665,2.0,2,6.0,0,3,1,1,0,4,1,1.0,HIGH RISK
U0160,19.083333333333332,5.5,7,6.0,1188,12,2,0,4,4,1,0.1,LOW RISK
U0161,3.1666666666666665,1.0,5,6.0,0,6,1,1,5,2,2,0.98,HIGH RISK
U0163,7.833333333333333,3.1666666666666665,5,7.0,174,6,3,1,3,0,1,0.9,HIGH RISK
U0165,2.5,1.5,4,6.0,0,4,1,1,1,4,1,0.92,HIGH RISK
U0166,19.5,5.5,11,8.0,1188,12,2,0,1,4,1,0.09,LOW RISK
U0167,2.3333333333333335,1.0,3,6.0,0,3,1,1,5,2,4,1.0,HIGH RISK
U0168,2.0,1.2727272727272727,10,6.0,0,11,1,1,5,0,3,0.88,HIGH RISK
U0169,2.5833333333333335,1.3333333333333333,9,5.5,0,12,1,0,2,1,1,0.1,LOW RISK
U0170,7.0,2.6666666666666665,11,5.0,348,12,3,0,4,4,2,0.08,LOW RISK
U0171,7.666666666666667,2.6666666666666665,4,4.333333333333333,174,6,3,1,1,0,1,0.81,HIGH RISK
U0172,2.5,1.5,8,5.0,0,8,1,1,0,1,2,0.75,HIGH RISK
U0173,6.4,1.4,4,6.0,145,5,3,1,3,4,3,0.98,HIGH RISK
U0175,6.5,2.0,4,6.0,58,2,3,1,3,4,1,0.94,HIGH RISK
U0176,2.3333333333333335,1.4166666666666667,7,5.5,0,12,1,0,3,3,2,0.14,LOW RISK
U0177,9.0,2.1666666666666665,1,6.0,174,6,3,1,2,4,4,0.98,HIGH RISK
U0178,2.0,2.0,2,6.0,0,1,1,1,1,0,0,0.97,HIGH RISK
U0179,28.416666666666668,9.75,4,7.0,4788,12,0,0,5,2,1,0.12,LOW RISK
U0181,2.5,1.25,6,5.5,0,8,1,1,5,0,2,0.85,HIGH RISK
U0182,1.6666666666666667,1.6666666666666667,2,10.0,0,3,1,1,0,2,2,0.96,HIGH RISK
U0183,40.5,9.916666666666666,3,9.0,4788,12,0,0,2,2,3,0.05,LOW RISK
U0184,16.0,5.916666666666667,10,5.0,1188,12,2,0,0,2,4,0.15,LOW RISK
U0185,2.111111111111111,1.2222222222222223,6,4.6,0,9,1,1,5,4,0,0.88,HIGH RISK
U0186,7.583333333333333,2.9166666666666665,12,5.0,348,12,3,0,5,3,2,0.02,LOW RISK
U0187,16.857142857142858,5.0,3,9.0,693,7,2,1,1,0,2,0.94,HIGH RISK
U0188,7.25,2.0,13,6.0,348,12,3,0,3,0,3,0.12,LOW RISK
U0189,7.333333333333333,2.5833333333333335,8,4.0,348,12,3,0,3,0,1,0.2,LOW RISK
U0190,3.5,1.0,3,6.0,0,2,1,1,0,3,2,0.99,HIGH RISK
U0191,2.8,1.1,12,3.5,0,10,1,1,2,4,2,0.82,HIGH RISK
U0192,15.714285714285714,5.857142857142857,5,7.0,693,7,2,1,4,0,3,0.77,HIGH RISK
U0193,31.333333333333332,9.916666666666666,4,5.0,4788,12,0,0,3,3,1,0.16,LOW RISK
U0194,7.5,2.75,3,6.0,232,8,3,1,1,3,1,0.97,HIGH RISK
U0195,2.0,1.0,2,6.0,0,2,1,1,0,3,4,1.0,HIGH RISK
U0196,2.6666666666666665,1.6666666666666667,4,4.0,0,6,1,1,0,3,1,0.99,HIGH RISK
U0198,15.333333333333334,5.111111111111111,7,9.0,891,9,2,1,1,4,1,0.77,HIGH RISK
U0199,17.666666666666668,5.333333333333333,10,7.0,1188,12,2,0,2,2,1,0.03,LOW RISK
U0200,18.5,6.0,3,6.0,198,2,2,1,1,3,1,0.97,HIGH RISK
U0201,6.0,1.0,1,5.0,29,1,3,1,2,4,1,1.0,HIGH RISK
U0202,2.727272727272727,1.4545454545454546,12,6.0,0,11,1,1,1,4,4,0.81,HIGH RISK
U0203,3.0,1.0,0,6.0,0,1,1,1,1,4,1,1.0,HIGH RISK
U0204,20.333333333333332,5.333333333333333,2,5.0,297,3,2,1,5,0,0,0.92,HIGH RISK
U0205,5.777777777777778,2.888888888888889,9,5.0,261,9,3,1,0,2,2,0.78,HIGH RISK
U0206,3.2,1.0,2,6.0,0,5,1,1,1,1,2,0.99,HIGH RISK
U0207,3.0833333333333335,1.5,10,6.0,0,12,1,0,4,3,2,0.59,MEDIUM RISK
U0208,7.833333333333333,2.0,11,5.0,348,12,3,0,1,0,2,0.04,LOW RISK
U0209,2.5833333333333335,1.0833333333333333,11,6.666666666666667,0,12,1,0,3,0,3,0.12,LOW RISK
U0210,2.5,1.9,10,6.0,0,10,1,1,0,0,1,0.8,HIGH RISK
U0212,7.833333333333333,2.25,7,5.2,348,12,3,0,0,3,4,0.14,LOW RISK
U0213,7.416666666666667,2.5,9,6.0,348,12,3,0,3,0,0,0.07,LOW RISK
U0214,2.0,1.0,1,6.0,0,1,1,1,1,2,4,0.99,HIGH RISK
U0215,16.0,5.0,0,6.0,99,1,2,1,1,3,2,0.98,HIGH RISK
U0216,2.0,1.0,2,6.0,0,1,1,1,5,4,3,0.99,HIGH RISK
U0217,2.1666666666666665,1.8333333333333333,7,5.0,0,12,1,0,4,2,2,0.13,LOW RISK
U0218,14.666666666666666,5.083333333333333,14,6.0,1188,12,2,0,3,2,2,0.1,LOW RISK
U0219,7.583333333333333,2.75,11,6.0,348,12,3,0,2,2,1,0.01,LOW RISK
U0220,17.5,6.5,2,8.0,198,2,2,1,5,0,2,0.83,HIGH RISK
U0221,7.0,4.0,1,6.0,29,1,3,1,3,2,1,0.98,HIGH RISK
U0222,8.0,3.0,0,6.0,58,2,3,1,3,4,1,0.99,HIGH RISK
U0223,2.6666666666666665,1.5,10,5.5,0,12,1,0,5,3,4,0.16,LOW RISK
U0224,2.25,1.0,3,6.0,0,4,1,1,1,4,1,1.0,HIGH RISK
U0225,2.8333333333333335,1.3333333333333333,12,4.0,0,6,1,1,3,4,1,0.63,MEDIUM RISK
U0226,2.8333333333333335,1.9166666666666667,5,7.0,0,12,1,0,1,0,1,0.9,HIGH RISK
U0227,31.416666666666668,10.0,4,6.5,4788,12,0,0,5,2,0,0.38,LOW RISK
U0228,2.4285714285714284,1.4285714285714286,6,5.0,0,7,1,1,1,0,2,0.81,HIGH RISK
U0229,15.571428571428571,5.428571428571429,4,9.0,693,7,2,1,0,0,2,0.77,HIGH RISK
U0230,6.7,1.7,4,6.0,290,10,3,1,2,4,4,0.98,HIGH RISK
U0231,18.25,5.25,8,8.0,1188,12,2,0,3,1,4,0.2,LOW RISK
U0232,7.25,2.0,3,6.0,116,4,3,1,4,0,1,0.97,HIGH RISK
U0233,9.0,2.0,0,6.0,29,1,3,1,2,2,3,0.99,HIGH RISK
U0234,7.5,2.6666666666666665,7,6.0,348,12,3,0,1,3,3,0.43,MEDIUM RISK
U0235,2.3333333333333335,1.0,3,6.0,0,3,1,1,3,0,3,1.0,HIGH RISK
U0236,19.166666666666668,5.75,10,6.5,1188,12,2,0,1,2,1,0.02,LOW RISK
U0238,2.909090909090909,1.4545454545454546,9,6.0,0,11,1,1,5,4,2,0.86,HIGH RISK
U0239,6.833333333333333,3.0,4,6.0,348,12,3,0,3,0,1,0.37,LOW RISK
U0240,3.0,1.4,3,5.0,0,5,1,1,0,2,2,0.98,HIGH RISK
U0241,35.5,9.833333333333334,5,6.5,4788,12,0,0,0,4,1,0.1,LOW RISK
U0242,31.666666666666668,9.916666666666666,2,8.0,4788,12,0,0,3,2,1,0.09,LOW RISK
U0243,33.25,9.75,2,6.0,4788,12,0,0,1,0,3,0.06,LOW RISK
U0244,2.0,1.0,2,6.0,0,2,1,1,4,4,1,1.0,HIGH RISK
U0245,2.8333333333333335,1.3333333333333333,6,6.0,0,6,1,1,0,0,2,0.95,HIGH RISK
U0246,34.916666666666664,9.833333333333334,7,9.0,4788,12,0,0,2,4,2,0.09,LOW RISK
U0247,7.666666666666667,1.6666666666666667,4,5.0,87,3,3,1,0,0,1,0.88,HIGH RISK
U0248,43.25,9.833333333333334,3,6.0,4788,12,0,0,4,1,0,0.25,LOW RISK
U0249,41.166666666666664,9.75,8,6.5,4788,12,0,0,1,2,1,0.03,LOW RISK
U0251,3.0,1.0,1,6.0,0,2,1,1,2,0,1,1.0,HIGH RISK
U0253,15.0,6.0,2,10.0,99,1,2,1,1,3,1,0.94,HIGH RISK
U0254,2.4545454545454546,1.2727272727272727,7,6.0,0,11,1,1,4,1,3,0.56,MEDIUM RISK
U0255,2.6666666666666665,1.0,4,1.0,0,3,1,1,3,2,0,0.99,HIGH RISK
U0256,6.666666666666667,2.0,12,3.5,348,12,3,0,5,2,1,0.12,LOW RISK
U0257,38.0,9.666666666666666,4,6.0,4788,12,0,0,5,4,3,0.06,LOW RISK
U0258,8.166666666666666,2.1666666666666665,11,7.0,348,12,3,0,5,3,3,0.18,LOW RISK
U0259,10.0,1.0,0,6.0,29,1,3,1,0,2,4,1.0,HIGH RISK
U0260,2.5,1.0,3,6.0,0,2,1,1,2,2,2,0.98,HIGH RISK
U0261,6.75,2.4166666666666665,9,8.0,348,12,3,0,1,2,1,0.05,LOW RISK
U0262,39.75,9.75,3,6.0,4788,12,0,0,3,4,1,0.07,LOW RISK
U0263,2.888888888888889,1.4444444444444444,10,6.0,0,9,1,1,4,0,3,0.93,HIGH RISK
U0264,6.75,2.0833333333333335,2,5.0,348,12,3,0,3,4,4,0.41,MEDIUM RISK
U0265,18.583333333333332,5.166666666666667,8,6.0,1188,12,2,0,4,2,1,0.05,LOW RISK
U0266,22.5,7.0,5,9.0,198,2,2,1,0,4,2,0.48,MEDIUM RISK
U0268,17.2,5.0,1,10.0,495,5,2,1,0,2,4,0.9,HIGH RISK
U0269,2.0,1.0,0,6.0,0,1,1,1,2,2,0,1.0,HIGH RISK
U0270,2.1666666666666665,1.3333333333333333,7,6.0,0,6,1,1,2,4,3,0.61,MEDIUM RISK
U0271,17.166666666666668,5.0,15,8.0,1188,12,2,0,4,0,2,0.05,LOW RISK
U0272,20.0,3.0,0,6.0,99,1,2,1,1,2,2,0.99,HIGH RISK
U0273,17.166666666666668,5.666666666666667,9,6.0,1188,12,2,0,1,2,3,0.05,LOW RISK
U0274,27.75,9.916666666666666,2,8.0,4788,12,0,0,4,2,1,0.15,LOW RISK
U0275,6.666666666666667,2.6666666666666665,1,6.0,87,3,3,1,2,4,2,1.0,HIGH RISK
U0276,7.636363636363637,2.5454545454545454,7,7.0,319,11,3,1,2,4,3,0.71,HIGH RISK
U0277,20.0,6.0,3,6.0,297,3,2,1,2,3,1,0.96,HIGH RISK
U0278,9.083333333333334,3.0,9,6.5,348,12,3,0,0,0,3,0.12,LOW RISK
U0279,15.583333333333334,5.583333333333333,16,7.0,1188,12,2,0,2,3,2,0.05,LOW RISK
U0280,17.583333333333332,5.5,9,5.0,1188,12,2,0,3,2,0,0.03,LOW RISK
U0281,18.083333333333332,5.333333333333333,8,5.0,1188,12,2,0,5,0,1,0.08,LOW RISK
U0282,2.5,1.0833333333333333,14,4.666666666666667,0,12,1,0,2,0,1,0.08,LOW RISK
U0283,2.0833333333333335,1.5,9,6.5,0,12,1,0,4,2,3,0.2,LOW RISK
U0284,2.3333333333333335,1.6666666666666667,4,6.0,0,3,1,1,5,4,1,0.98,HIGH RISK
U0285,8.916666666666666,2.0,12,6.0,348,12,3,0,0,4,3,0.28,LOW RISK
U0286,2.6666666666666665,1.0833333333333333,20,6.5,0,12,1,0,4,4,3,0.1,LOW RISK
U0287,8.833333333333334,2.3333333333333335,7,6.0,348,12,3,0,5,2,1,0.16,LOW RISK
U0288,8.666666666666666,2.5833333333333335,16,4.0,348,12,3,0,4,2,2,0.06,LOW RISK
U0289,2.3333333333333335,1.0,3,5.0,0,3,1,1,0,0,2,1.0,HIGH RISK
U0290,8.222222222222221,2.2222222222222223,5,6.0,261,9,3,1,3,2,2,0.94,HIGH RISK
U0291,2.909090909090909,1.3636363636363635,6,6.0,0,11,1,1,0,2,0,0.94,HIGH RISK
U0292,2.0,2.0,0,6.0,0,2,1,1,0,0,4,0.99,HIGH RISK
U0293,16.25,5.583333333333333,5,7.0,1188,12,2,0,4,0,3,0.2,LOW RISK
U0294,2.3333333333333335,1.5833333333333333,6,5.0,0,12,1,0,1,2,3,0.17,LOW RISK
U0295,2.0,1.3333333333333333,3,7.0,0,3,1,1,2,4,2,0.99,HIGH RISK
U0296,6.583333333333333,2.0,10,6.0,348,12,3,0,2,1,0,0.03,LOW RISK
U0297,17.25,5.75,20,7.0,1188,12,2,0,3,3,3,0.06,LOW RISK
U0298,3.0,2.0,1,7.0,0,2,1,1,3,4,3,0.99,HIGH RISK
U0299,6.583333333333333,2.5,9,7.0,348,12,3,0,2,2,4,0.09,LOW RISK
U0300,2.0,1.2,2,2.0,0,5,1,1,1,4,1,0.97,HIGH RISK
U0301,2.0,1.5,2,6.0,0,2,1,1,2,4,4,0.99,HIGH RISK
U0302,7.3,1.8,5,7.0,290,10,3,1,1,0,1,0.92,HIGH RISK
U0303,8.25,2.4166666666666665,11,6.666666666666667,348,12,3,0,3,2,1,0.01,LOW RISK
U0305,17.0,6.416666666666667,11,6.0,1188,12,2,0,4,2,0,0.08,LOW RISK
U0306,32.416666666666664,9.25,1,9.0,4788,12,0,0,3,2,4,0.08,LOW RISK
